gm_code,municipality,gender,age_group,education,N,vote_2030
GM0302    ,Nunspeet,female,55-65,"Havo, vwo, mbo2-4",854.0,CDA
GM0150    ,Deventer,female,65-75,"Hbo-, wo-bachelor",1131.0,50PLUS
GM1930    ,Nissewaard,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1044.0,50PLUS
GM0935    ,Maastricht,female,35-45,"Hbo-, wo-master, doctor",1769.0,D66
GM0327    ,Leusden,female,55-65,"Havo, vwo, mbo2-4",1116.0,CDA
GM0171    ,Noordoostpolder,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",329.0,BBB
GM0502    ,Capelle aan den IJssel,female,35-45,"Hbo-, wo-master, doctor",754.0,D66
GM1640    ,Leudal,female,25-35,"Hbo-, wo-bachelor",662.0,D66
GM0355    ,Zeist,male,35-45,"Hbo-, wo-bachelor",959.0,D66
GM0957    ,Roermond,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",254.0,CDA
GM0114    ,Emmen,female,45-55,"Havo, vwo, mbo2-4",3664.0,CDA
GM0716    ,Tholen,female,55-65,"Havo, vwo, mbo2-4",896.0,CDA
GM0344    ,Utrecht (gemeente),male,15-25,"Hbo-, wo-bachelor",4046.0,D66
GM0664    ,Goes,male,65-75,"Hbo-, wo-master, doctor",334.0,VVD
GM0606    ,Schiedam,female,55-65,Basisonderwijs,900.0,VVD
GM0268    ,Nijmegen,female,15-25,"Havo, vwo, mbo2-4",10013.0,GL-PvdA
GM1901    ,Bodegraven-Reeuwijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",798.0,BBB
GM0603    ,Rijswijk (ZH.),female,55-65,"Hbo-, wo-master, doctor",684.0,D66
GM1980    ,Dijk en Waard,male,45-55,"Hbo-, wo-bachelor",1404.0,VVD
GM0637    ,Zoetermeer,female,35-45,"Hbo-, wo-master, doctor",1760.0,D66
GM0034    ,Almere,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",5008.0,Did not vote
GM0971    ,Stein (L.),female,35-45,"Hbo-, wo-master, doctor",203.0,D66
GM1916    ,Leidschendam-Voorburg,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1018.0,50PLUS
GM0758    ,Breda,male,35-45,Basisonderwijs,777.0,Did not vote
GM0086    ,Opsterland,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",239.0,BBB
GM0599    ,Rotterdam,female,55-65,"Havo, vwo, mbo2-4",13548.0,CDA
GM0865    ,Vught,female,55-65,"Hbo-, wo-bachelor",566.0,CDA
GM1970    ,Noardeast-Fryslân,female,55-65,"Hbo-, wo-bachelor",524.0,CDA
GM0392    ,Haarlem,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2906.0,Did not vote
GM1894    ,Peel en Maas,male,55-65,"Havo, vwo, mbo2-4",1886.0,CDA
GM0917    ,Heerlen,female,55-65,Basisonderwijs,951.0,PVV
GM1901    ,Bodegraven-Reeuwijk,female,25-35,"Havo, vwo, mbo2-4",719.0,VVD
GM1978    ,Molenlanden,male,45-55,"Hbo-, wo-bachelor",456.0,VVD
GM0610    ,Sliedrecht,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",483.0,50PLUS
GM0098    ,Weststellingwerf,male,35-45,"Hbo-, wo-bachelor",278.0,VVD
GM1894    ,Peel en Maas,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",440.0,CDA
GM0772    ,Eindhoven,male,45-55,Basisonderwijs,1316.0,CDA
GM1966    ,Het Hogeland,female,55-65,"Hbo-, wo-master, doctor",326.0,D66
GM0014    ,Groningen (gemeente),male,55-65,"Hbo-, wo-master, doctor",2505.0,VVD
GM0855    ,Tilburg,male,35-45,"Hbo-, wo-bachelor",3457.0,D66
GM0392    ,Haarlem,male,35-45,"Hbo-, wo-bachelor",3520.0,VVD
GM0114    ,Emmen,female,65-75,"Havo, vwo, mbo2-4",2759.0,50PLUS
GM1774    ,Dinkelland,female,35-45,"Havo, vwo, mbo2-4",543.0,CDA
GM0637    ,Zoetermeer,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1277.0,50PLUS
GM0928    ,Kerkrade,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",730.0,SP
GM0770    ,Eersel,female,65-75,"Hbo-, wo-bachelor",202.0,50PLUS
GM0184    ,Urk,female,25-35,"Havo, vwo, mbo2-4",976.0,SGP
GM0098    ,Weststellingwerf,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",403.0,CDA
GM0358    ,Aalsmeer,female,25-35,"Hbo-, wo-bachelor",809.0,D66
GM0439    ,Purmerend,female,15-25,"Hbo-, wo-master, doctor",90.0,D66
GM1859    ,Berkelland,female,65-75,"Havo, vwo, mbo2-4",1268.0,CDA
GM0451    ,Uithoorn,female,45-55,"Hbo-, wo-master, doctor",312.0,D66
GM0779    ,Geertruidenberg,female,35-45,"Havo, vwo, mbo2-4",411.0,CDA
GM0344    ,Utrecht (gemeente),male,25-35,"Hbo-, wo-bachelor",11658.0,D66
GM0797    ,Heusden,female,55-65,"Hbo-, wo-master, doctor",262.0,D66
GM1655    ,Halderberge,male,25-35,"Havo, vwo, mbo2-4",818.0,CDA
GM0546    ,Leiden,male,55-65,"Hbo-, wo-master, doctor",2168.0,D66
GM0828    ,Oss,male,35-45,"Havo, vwo, mbo2-4",2814.0,VVD
GM1954    ,Beekdaelen,male,35-45,"Hbo-, wo-bachelor",604.0,VVD
GM1924    ,Goeree-Overflakkee,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1006.0,CDA
GM1773    ,Olst-Wijhe,female,65-75,"Havo, vwo, mbo2-4",520.0,CDA
GM0363    ,Amsterdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",6006.0,50PLUS
GM0394    ,Haarlemmermeer,female,15-25,"Havo, vwo, mbo2-4",4303.0,D66
GM1859    ,Berkelland,female,55-65,"Hbo-, wo-bachelor",594.0,CDA
GM0394    ,Haarlemmermeer,female,55-65,"Havo, vwo, mbo2-4",5429.0,VVD
GM0160    ,Hardenberg,female,25-35,"Hbo-, wo-bachelor",907.0,D66
GM0345    ,Veenendaal,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1168.0,Did not vote
GM0106    ,Assen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",929.0,CDA
GM1992    ,Voorne aan Zee,male,55-65,"Hbo-, wo-master, doctor",532.0,VVD
GM1904    ,Stichtse Vecht,female,25-35,"Hbo-, wo-bachelor",1127.0,D66
GM0301    ,Zutphen,female,65-75,"Havo, vwo, mbo2-4",1102.0,50PLUS
GM0193    ,Zwolle,female,25-35,"Hbo-, wo-bachelor",4118.0,D66
GM0394    ,Haarlemmermeer,female,25-35,"Havo, vwo, mbo2-4",3496.0,D66
GM1961    ,Vijfheerenlanden,male,15-25,"Havo, vwo, mbo2-4",1771.0,VVD
GM0983    ,Venlo,male,45-55,"Hbo-, wo-bachelor",1168.0,D66
GM0599    ,Rotterdam,female,45-55,Basisonderwijs,6955.0,Did not vote
GM1948    ,Meierijstad,female,35-45,"Hbo-, wo-master, doctor",710.0,D66
GM0758    ,Breda,male,45-55,Basisonderwijs,515.0,PVV
GM1586    ,Oost Gelre,male,45-55,"Hbo-, wo-bachelor",349.0,CDA
GM0865    ,Vught,male,55-65,Basisonderwijs,146.0,CDA
GM0166    ,Kampen,female,55-65,"Havo, vwo, mbo2-4",1534.0,CDA
GM0202    ,Arnhem,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2864.0,Did not vote
GM0716    ,Tholen,female,25-35,"Hbo-, wo-bachelor",328.0,D66
GM1719    ,Drimmelen,female,65-75,"Havo, vwo, mbo2-4",619.0,CDA
GM0796    ,'s-Hertogenbosch,female,15-25,"Hbo-, wo-bachelor",1046.0,D66
GM1525    ,Teylingen,male,55-65,"Hbo-, wo-bachelor",652.0,VVD
GM0307    ,Amersfoort,female,25-35,"Hbo-, wo-master, doctor",3306.0,D66
GM0356    ,Nieuwegein,male,35-45,"Havo, vwo, mbo2-4",1824.0,VVD
GM1992    ,Voorne aan Zee,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",615.0,50PLUS
GM0034    ,Almere,male,35-45,"Hbo-, wo-master, doctor",2197.0,D66
GM0518    ,'s-Gravenhage (gemeente),male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",12700.0,Did not vote
GM0361    ,Alkmaar,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",986.0,VVD
GM0175    ,Ommen,female,65-75,"Havo, vwo, mbo2-4",527.0,CDA
GM1980    ,Dijk en Waard,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1831.0,Did not vote
GM0363    ,Amsterdam,male,45-55,"Hbo-, wo-master, doctor",15785.0,D66
GM0632    ,Woerden,male,45-55,"Havo, vwo, mbo2-4",1418.0,VVD
GM0226    ,Duiven,female,45-55,"Havo, vwo, mbo2-4",814.0,CDA
GM1728    ,Bladel,female,55-65,"Havo, vwo, mbo2-4",810.0,CDA
GM1969    ,Westerkwartier,female,35-45,"Havo, vwo, mbo2-4",1512.0,BBB
GM0439    ,Purmerend,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1585.0,50PLUS
GM0171    ,Noordoostpolder,female,25-35,"Hbo-, wo-bachelor",852.0,BBB
GM0575    ,Noordwijk,female,45-55,Basisonderwijs,174.0,Did not vote
GM1680    ,Aa en Hunze,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",414.0,BBB
GM0014    ,Groningen (gemeente),male,35-45,Basisonderwijs,647.0,Did not vote
GM0917    ,Heerlen,female,25-35,Basisonderwijs,250.0,Did not vote
GM1963    ,Hoeksche Waard,male,55-65,"Havo, vwo, mbo2-4",3227.0,BBB
GM0865    ,Vught,female,45-55,"Hbo-, wo-master, doctor",741.0,D66
GM0851    ,Steenbergen,female,45-55,"Havo, vwo, mbo2-4",680.0,CDA
GM0845    ,Sint-Michielsgestel,female,65-75,"Havo, vwo, mbo2-4",733.0,CDA
GM0307    ,Amersfoort,male,45-55,"Havo, vwo, mbo2-4",3672.0,VVD
GM0880    ,Wormerland,male,55-65,"Havo, vwo, mbo2-4",666.0,VVD
GM0851    ,Steenbergen,female,45-55,Basisonderwijs,90.0,CDA
GM0163    ,Hellendoorn,female,65-75,"Havo, vwo, mbo2-4",917.0,50PLUS
GM0232    ,Epe,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",711.0,CDA
GM0307    ,Amersfoort,female,65-75,"Havo, vwo, mbo2-4",2549.0,CDA
GM0599    ,Rotterdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",6952.0,50PLUS
GM0150    ,Deventer,female,35-45,"Hbo-, wo-master, doctor",1313.0,D66
GM0361    ,Alkmaar,female,45-55,"Hbo-, wo-master, doctor",1124.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",4223.0,VVD
GM1884    ,Kaag en Braassem,female,35-45,"Havo, vwo, mbo2-4",781.0,VVD
GM0826    ,Oosterhout,female,45-55,"Havo, vwo, mbo2-4",1484.0,CDA
GM0402    ,Hilversum,male,45-55,"Havo, vwo, mbo2-4",1989.0,VVD
GM0059    ,Achtkarspelen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",447.0,CDA
GM0855    ,Tilburg,female,15-25,"Havo, vwo, mbo2-4",9027.0,D66
GM0168    ,Losser,male,65-75,"Havo, vwo, mbo2-4",751.0,BBB
GM0200    ,Apeldoorn,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3158.0,Did not vote
GM0034    ,Almere,female,45-55,"Havo, vwo, mbo2-4",6564.0,D66
GM0147    ,Borne,female,15-25,Basisonderwijs,144.0,Did not vote
GM0828    ,Oss,male,55-65,"Hbo-, wo-bachelor",1172.0,VVD
GM0629    ,Wassenaar,male,45-55,"Hbo-, wo-bachelor",295.0,VVD
GM0274    ,Renkum,female,25-35,Basisonderwijs,34.0,Did not vote
GM0267    ,Nijkerk,male,45-55,"Havo, vwo, mbo2-4",1218.0,CDA
GM0772    ,Eindhoven,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",2096.0,VVD
GM0109    ,Coevorden,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",735.0,50PLUS
GM0356    ,Nieuwegein,male,35-45,"Hbo-, wo-master, doctor",696.0,D66
GM1669    ,Roerdalen,female,65-75,"Havo, vwo, mbo2-4",651.0,CDA
GM0479    ,Zaanstad,male,55-65,"Havo, vwo, mbo2-4",4850.0,50PLUS
GM0575    ,Noordwijk,male,45-55,"Hbo-, wo-master, doctor",453.0,D66
GM0889    ,Beesel,male,55-65,"Havo, vwo, mbo2-4",497.0,BBB
GM0345    ,Veenendaal,female,55-65,"Havo, vwo, mbo2-4",1940.0,CDA
GM0777    ,Etten-Leur,female,15-25,Basisonderwijs,415.0,Did not vote
GM0798    ,Hilvarenbeek,male,55-65,"Havo, vwo, mbo2-4",711.0,CDA
GM0622    ,Vlaardingen,male,55-65,Basisonderwijs,514.0,50PLUS
GM0606    ,Schiedam,male,25-35,"Hbo-, wo-master, doctor",748.0,D66
GM0080    ,Leeuwarden,male,25-35,"Hbo-, wo-master, doctor",780.0,D66
GM0779    ,Geertruidenberg,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",364.0,Did not vote
GM1948    ,Meierijstad,male,65-75,"Havo, vwo, mbo2-4",2014.0,CDA
GM0637    ,Zoetermeer,male,45-55,"Havo, vwo, mbo2-4",3283.0,VVD
GM0861    ,Veldhoven,female,45-55,"Havo, vwo, mbo2-4",1245.0,CDA
GM1674    ,Roosendaal,male,25-35,"Havo, vwo, mbo2-4",2725.0,VVD
GM0106    ,Assen,male,55-65,"Havo, vwo, mbo2-4",2215.0,VVD
GM0858    ,Valkenswaard,female,35-45,"Havo, vwo, mbo2-4",718.0,CDA
GM0664    ,Goes,male,45-55,"Havo, vwo, mbo2-4",1284.0,BBB
GM0180    ,Staphorst,female,15-25,"Hbo-, wo-bachelor",133.0,CDA
GM1774    ,Dinkelland,female,25-35,"Hbo-, wo-bachelor",560.0,D66
GM0502    ,Capelle aan den IJssel,female,25-35,"Hbo-, wo-master, doctor",849.0,D66
GM1669    ,Roerdalen,female,65-75,Basisonderwijs,182.0,50PLUS
GM0090    ,Smallingerland,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",598.0,50PLUS
GM1676    ,Schouwen-Duiveland,male,65-75,"Hbo-, wo-master, doctor",270.0,CDA
GM0114    ,Emmen,male,35-45,"Havo, vwo, mbo2-4",3312.0,VVD
GM0047    ,Veendam,female,55-65,Basisonderwijs,296.0,50PLUS
GM1904    ,Stichtse Vecht,female,55-65,"Hbo-, wo-bachelor",965.0,VVD
GM0632    ,Woerden,female,55-65,Basisonderwijs,217.0,CDA
GM1904    ,Stichtse Vecht,male,55-65,"Hbo-, wo-bachelor",987.0,VVD
GM1982    ,Land van Cuijk,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",735.0,CDA
GM0267    ,Nijkerk,female,55-65,Basisonderwijs,322.0,50PLUS
GM0355    ,Zeist,male,65-75,"Hbo-, wo-bachelor",687.0,VVD
GM0610    ,Sliedrecht,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",345.0,VVD
GM0402    ,Hilversum,female,35-45,"Hbo-, wo-master, doctor",2229.0,D66
GM0202    ,Arnhem,male,45-55,"Havo, vwo, mbo2-4",3852.0,VVD
GM0453    ,Velsen,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",585.0,Did not vote
GM0230    ,Elburg,male,25-35,"Havo, vwo, mbo2-4",861.0,VVD
GM0310    ,De Bilt,male,35-45,"Havo, vwo, mbo2-4",785.0,VVD
GM0228    ,Ede,male,25-35,"Hbo-, wo-master, doctor",1336.0,D66
GM0995    ,Lelystad,female,55-65,"Havo, vwo, mbo2-4",2055.0,CDA
GM0202    ,Arnhem,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1571.0,50PLUS
GM0627    ,Waddinxveen,female,35-45,"Havo, vwo, mbo2-4",986.0,D66
GM0687    ,Middelburg (Z.),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",882.0,Did not vote
GM0153    ,Enschede,male,25-35,Basisonderwijs,520.0,Did not vote
GM0222    ,Doetinchem,female,25-35,"Havo, vwo, mbo2-4",1628.0,D66
GM0479    ,Zaanstad,male,55-65,"Hbo-, wo-master, doctor",963.0,D66
GM1926    ,Pijnacker-Nootdorp,male,15-25,Basisonderwijs,484.0,PVV
GM0632    ,Woerden,male,65-75,"Havo, vwo, mbo2-4",1129.0,CDA
GM0479    ,Zaanstad,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1469.0,50PLUS
GM1771    ,Geldrop-Mierlo,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",797.0,Did not vote
GM1924    ,Goeree-Overflakkee,male,25-35,"Hbo-, wo-bachelor",693.0,D66
GM0267    ,Nijkerk,male,25-35,"Havo, vwo, mbo2-4",1295.0,Did not vote
GM1963    ,Hoeksche Waard,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",484.0,BBB
GM0171    ,Noordoostpolder,female,65-75,"Havo, vwo, mbo2-4",1061.0,50PLUS
GM0772    ,Eindhoven,female,15-25,"Hbo-, wo-bachelor",2512.0,D66
GM0637    ,Zoetermeer,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1287.0,50PLUS
GM0453    ,Velsen,male,55-65,"Hbo-, wo-bachelor",1062.0,VVD
GM0106    ,Assen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1739.0,Did not vote
GM0882    ,Landgraaf,female,65-75,"Havo, vwo, mbo2-4",1041.0,50PLUS
GM1859    ,Berkelland,female,25-35,"Havo, vwo, mbo2-4",1010.0,VVD
GM0715    ,Terneuzen,female,45-55,"Havo, vwo, mbo2-4",1841.0,BBB
GM0983    ,Venlo,male,25-35,"Hbo-, wo-bachelor",1414.0,D66
GM1963    ,Hoeksche Waard,male,55-65,"Hbo-, wo-bachelor",1274.0,BBB
GM0119    ,Meppel,male,65-75,"Havo, vwo, mbo2-4",818.0,CDA
GM1507    ,Horst aan de Maas,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",143.0,BBB
GM0352    ,Wijk bij Duurstede,female,35-45,"Hbo-, wo-master, doctor",283.0,D66
GM0603    ,Rijswijk (ZH.),male,45-55,"Hbo-, wo-master, doctor",816.0,D66
GM0153    ,Enschede,female,45-55,"Hbo-, wo-bachelor",1990.0,D66
GM0441    ,Schagen,female,25-35,"Havo, vwo, mbo2-4",1231.0,D66
GM1721    ,Bernheze,male,15-25,"Havo, vwo, mbo2-4",922.0,Did not vote
GM0785    ,Goirle,female,35-45,"Havo, vwo, mbo2-4",629.0,VVD
GM0599    ,Rotterdam,male,15-25,"Hbo-, wo-master, doctor",1135.0,D66
GM0193    ,Zwolle,female,35-45,"Havo, vwo, mbo2-4",2684.0,D66
GM0405    ,Hoorn,female,25-35,"Hbo-, wo-master, doctor",638.0,GL-PvdA
GM0243    ,Harderwijk,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",177.0,Did not vote
GM0758    ,Breda,male,35-45,"Havo, vwo, mbo2-4",3886.0,VVD
GM0406    ,Huizen,male,65-75,"Havo, vwo, mbo2-4",1029.0,VVD
GM1966    ,Het Hogeland,male,25-35,"Hbo-, wo-bachelor",420.0,D66
GM1735    ,Hof van Twente,male,25-35,"Havo, vwo, mbo2-4",1049.0,BBB
GM0988    ,Weert,female,25-35,"Hbo-, wo-bachelor",663.0,D66
GM1640    ,Leudal,female,55-65,Basisonderwijs,177.0,CDA
GM0355    ,Zeist,male,45-55,"Hbo-, wo-master, doctor",1458.0,D66
GM0166    ,Kampen,male,35-45,"Hbo-, wo-bachelor",731.0,VVD
GM0268    ,Nijmegen,female,45-55,"Hbo-, wo-bachelor",2254.0,D66
GM0772    ,Eindhoven,male,15-25,Basisonderwijs,2090.0,Did not vote
GM0797    ,Heusden,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",908.0,Did not vote
GM0109    ,Coevorden,female,65-75,"Havo, vwo, mbo2-4",930.0,50PLUS
GM0613    ,Albrandswaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",187.0,PVV
GM1911    ,Hollands Kroon,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",990.0,CDA
GM0202    ,Arnhem,female,15-25,"Havo, vwo, mbo2-4",5395.0,D66
GM0861    ,Veldhoven,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",781.0,Did not vote
GM0153    ,Enschede,female,25-35,Basisonderwijs,428.0,Did not vote
GM0826    ,Oosterhout,female,25-35,"Havo, vwo, mbo2-4",1503.0,D66
GM0171    ,Noordoostpolder,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",220.0,Did not vote
GM0855    ,Tilburg,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",2997.0,50PLUS
GM0599    ,Rotterdam,female,25-35,"Hbo-, wo-bachelor",15979.0,D66
GM0216    ,Culemborg,male,45-55,Basisonderwijs,211.0,CDA
GM0222    ,Doetinchem,male,25-35,"Hbo-, wo-master, doctor",241.0,D66
GM1586    ,Oost Gelre,female,45-55,"Havo, vwo, mbo2-4",923.0,CDA
GM0281    ,Tiel,female,65-75,Basisonderwijs,293.0,CDA
GM0420    ,Medemblik,male,55-65,"Havo, vwo, mbo2-4",1558.0,BBB
GM0599    ,Rotterdam,female,55-65,"Hbo-, wo-master, doctor",4108.0,D66
GM0858    ,Valkenswaard,male,25-35,"Havo, vwo, mbo2-4",967.0,VVD
GM0599    ,Rotterdam,male,25-35,"Hbo-, wo-bachelor",13415.0,D66
GM0141    ,Almelo,female,15-25,Basisonderwijs,563.0,Did not vote
GM1742    ,Rijssen-Holten,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",921.0,Did not vote
GM1904    ,Stichtse Vecht,male,15-25,"Havo, vwo, mbo2-4",1631.0,D66
GM1954    ,Beekdaelen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",639.0,Did not vote
GM0200    ,Apeldoorn,male,25-35,"Hbo-, wo-master, doctor",1061.0,D66
GM0385    ,Edam-Volendam,female,65-75,"Hbo-, wo-bachelor",239.0,CDA
GM0753    ,Best,female,45-55,"Havo, vwo, mbo2-4",739.0,CDA
GM0394    ,Haarlemmermeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3880.0,PVV
GM1696    ,Wijdemeren,female,35-45,Basisonderwijs,55.0,Did not vote
GM0855    ,Tilburg,male,25-35,"Hbo-, wo-bachelor",5203.0,D66
GM0484    ,Alphen aan den Rijn,female,15-25,"Havo, vwo, mbo2-4",2756.0,D66
GM1883    ,Sittard-Geleen,female,35-45,"Hbo-, wo-master, doctor",959.0,D66
GM0037    ,Stadskanaal,female,45-55,"Havo, vwo, mbo2-4",1012.0,VVD
GM0109    ,Coevorden,female,65-75,"Hbo-, wo-bachelor",358.0,50PLUS
GM1961    ,Vijfheerenlanden,female,55-65,"Hbo-, wo-master, doctor",256.0,CDA
GM0321    ,Houten,female,35-45,"Havo, vwo, mbo2-4",904.0,VVD
GM0796    ,'s-Hertogenbosch,male,55-65,"Havo, vwo, mbo2-4",4033.0,CDA
GM1709    ,Moerdijk,female,65-75,Basisonderwijs,338.0,CDA
GM1911    ,Hollands Kroon,female,25-35,"Hbo-, wo-bachelor",651.0,D66
GM0848    ,Son en Breugel,female,55-65,"Hbo-, wo-bachelor",337.0,VVD
GM0654    ,Borsele,male,25-35,"Havo, vwo, mbo2-4",899.0,BBB
GM0405    ,Hoorn,male,15-25,Basisonderwijs,688.0,Did not vote
GM1586    ,Oost Gelre,female,55-65,"Havo, vwo, mbo2-4",1258.0,50PLUS
GM1948    ,Meierijstad,male,15-25,Basisonderwijs,691.0,Did not vote
GM0502    ,Capelle aan den IJssel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1324.0,Did not vote
GM0847    ,Someren,male,35-45,"Hbo-, wo-bachelor",378.0,VVD
GM1924    ,Goeree-Overflakkee,female,35-45,"Havo, vwo, mbo2-4",1631.0,BBB
GM0392    ,Haarlem,female,15-25,"Havo, vwo, mbo2-4",3958.0,D66
GM1771    ,Geldrop-Mierlo,male,35-45,"Havo, vwo, mbo2-4",915.0,VVD
GM1509    ,Oude IJsselstreek,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",697.0,Did not vote
GM0498    ,Drechterland,male,35-45,"Hbo-, wo-bachelor",247.0,D66
GM0160    ,Hardenberg,male,65-75,"Havo, vwo, mbo2-4",1793.0,CDA
GM1970    ,Noardeast-Fryslân,female,65-75,"Havo, vwo, mbo2-4",913.0,CDA
GM0632    ,Woerden,female,25-35,"Hbo-, wo-master, doctor",856.0,D66
GM1991    ,Maashorst,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",953.0,CDA
GM0847    ,Someren,male,65-75,"Hbo-, wo-bachelor",188.0,CDA
GM0014    ,Groningen (gemeente),male,25-35,"Havo, vwo, mbo2-4",8575.0,D66
GM1709    ,Moerdijk,male,55-65,"Hbo-, wo-bachelor",574.0,VVD
GM0753    ,Best,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",410.0,50PLUS
GM1655    ,Halderberge,female,35-45,"Havo, vwo, mbo2-4",740.0,CDA
GM0441    ,Schagen,male,45-55,"Hbo-, wo-bachelor",666.0,VVD
GM0400    ,Den Helder,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",952.0,Did not vote
GM0935    ,Maastricht,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",966.0,CDA
GM1883    ,Sittard-Geleen,male,55-65,"Havo, vwo, mbo2-4",3030.0,CDA
GM0703    ,Reimerswaal,female,65-75,"Havo, vwo, mbo2-4",481.0,CDA
GM0275    ,Rheden,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",448.0,PVV
GM1719    ,Drimmelen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",533.0,CDA
GM0356    ,Nieuwegein,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",656.0,50PLUS
GM1883    ,Sittard-Geleen,female,65-75,"Havo, vwo, mbo2-4",2330.0,CDA
GM1696    ,Wijdemeren,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",426.0,CDA
GM0202    ,Arnhem,female,65-75,"Havo, vwo, mbo2-4",2560.0,CDA
GM0203    ,Barneveld,female,65-75,"Hbo-, wo-bachelor",354.0,CDA
GM0171    ,Noordoostpolder,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",643.0,BBB
GM1940    ,De Fryske Marren,male,25-35,"Havo, vwo, mbo2-4",1674.0,VVD
GM0392    ,Haarlem,female,25-35,"Hbo-, wo-bachelor",4412.0,D66
GM0758    ,Breda,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",598.0,Did not vote
GM0150    ,Deventer,female,35-45,"Havo, vwo, mbo2-4",2191.0,D66
GM1842    ,Midden-Delfland,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",302.0,CDA
GM0556    ,Maassluis,female,65-75,Basisonderwijs,282.0,50PLUS
GM0147    ,Borne,male,55-65,Basisonderwijs,68.0,CDA
GM1991    ,Maashorst,female,65-75,"Hbo-, wo-bachelor",518.0,CDA
GM0758    ,Breda,male,45-55,"Hbo-, wo-master, doctor",2551.0,D66
GM1621    ,Lansingerland,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1583.0,Did not vote
