index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
1143,47,6,53-57,Female,White,Not Hispanic,No HS,1693.2411999999993,TN,TN-6,Democrat
1144,24,3,23-27,Female,Black,Not Hispanic,Some college,1334.214,MD,MD-3,Other
1145,17,10,48-52,Female,Asian,Not Hispanic,Post-grad,826.2434999999999,IL,IL-10,Democrat
1146,42,3,38-42,Female,Asian,Not Hispanic,No HS,161.42739999999998,PA,PA-3,Republican
1147,45,6,58-62,Female,Black,Not Hispanic,HS grad,3587.3295000000016,SC,SC-6,Republican
1148,27,4,58-62,Female,White,Not Hispanic,4-year,4234.356,MN,MN-4,Other
1149,48,30,23-27,Male,Other/Multi,Hispanic,Some college,2137.638201086156,TX,TX-30,Democrat
1150,6,46,33-37,Male,White,Hispanic,HS grad,447.2687215353506,CA,CA-46,Democrat
1151,48,23,48-52,Female,Other/Multi,Hispanic,2-year,794.4951713409728,TX,TX-23,Republican
1152,6,23,23-27,Female,White,Not Hispanic,HS grad,1879.0927659517065,CA,CA-23,Democrat
1153,6,50,63-67,Male,White,Not Hispanic,HS grad,1593.343058603144,CA,CA-50,Democrat
1154,31,1,28-32,Male,White,Not Hispanic,4-year,4601.883399999996,NE,NE-1,Democrat
1155,6,8,68-72,Male,White,Not Hispanic,HS grad,1548.027935104568,CA,CA-8,Republican
1156,6,2,38-42,Male,White,Not Hispanic,Some college,4541.544852748416,CA,CA-2,Democrat
1157,1,1,33-37,Female,White,Not Hispanic,No HS,1140.8074,AL,AL-1,Democrat
1158,25,3,53-57,Male,White,Not Hispanic,4-year,5403.502,MA,MA-3,Did not vote
1159,42,14,18-22,Male,White,Not Hispanic,HS grad,9335.271699999994,PA,PA-14,Democrat
1160,4,7,63-67,Male,White,Not Hispanic,Some college,3192.6974000000005,AZ,AZ-7,Did not vote
1161,37,4,18-22,Male,Asian,Not Hispanic,Some college,1176.25574411692,NC,NC-4,Did not vote
1162,47,7,33-37,Male,White,Not Hispanic,HS grad,5378.584699999997,TN,TN-7,Democrat
1163,8,5,23-27,Male,White,Not Hispanic,HS grad,5570.603200000001,CO,CO-5,Republican
1164,6,47,63-67,Male,Asian,Not Hispanic,4-year,1039.3376068465432,CA,CA-47,Republican
1165,48,15,28-32,Male,White,Hispanic,Some college,1445.4638042648978,TX,TX-15,Republican
1166,47,7,33-37,Male,White,Not Hispanic,HS grad,5378.584699999997,TN,TN-7,Democrat
1167,31,3,73-77,Female,White,Not Hispanic,Post-grad,857.606,NE,NE-3,Democrat
1168,47,5,58-62,Male,White,Not Hispanic,Some college,2751.508899999999,TN,TN-5,Democrat
1169,6,21,33-37,Female,White,Not Hispanic,Some college,1419.3114185553748,CA,CA-21,Republican
1170,22,1,63-67,Female,White,Not Hispanic,Some college,3221.142999999998,LA,LA-1,Did not vote
1171,41,4,58-62,Female,White,Not Hispanic,Some college,5887.969299999999,OR,OR-4,Republican
1172,12,28,58-62,Female,White,Not Hispanic,2-year,399.5012321011949,FL,FL-28,Republican
1173,42,4,78-82,Female,White,Not Hispanic,HS grad,4063.0782999999983,PA,PA-4,Did not vote
1174,28,2,38-42,Male,Black,Not Hispanic,4-year,1100.2388,MS,MS-2,Republican
1175,42,4,23-27,Female,White,Not Hispanic,HS grad,2281.082499999999,PA,PA-4,Democrat
1176,26,6,33-37,Male,White,Not Hispanic,Some college,3322.330400000001,MI,MI-6,Other
1177,19,4,33-37,Female,White,Not Hispanic,Some college,3510.6516999999985,IA,IA-4,Democrat
1178,12,12,38-42,Female,Asian,Not Hispanic,4-year,334.93655719994683,FL,FL-12,Democrat
1179,12,7,73-77,Male,White,Not Hispanic,HS grad,2874.533641540008,FL,FL-7,Republican
1180,42,4,53-57,Male,White,Not Hispanic,HS grad,5217.595900000002,PA,PA-4,Did not vote
1181,6,33,78-82,Male,White,Not Hispanic,HS grad,615.2354239692255,CA,CA-33,Democrat
1182,6,17,73-77,Male,Asian,Not Hispanic,4-year,970.302784706198,CA,CA-17,Republican
1183,8,8,68-72,Female,White,Not Hispanic,Post-grad,1693.1071999999997,CO,CO-8,Democrat
1184,8,8,38-42,Female,Other/Multi,Hispanic,HS grad,1786.4407,CO,CO-8,Democrat
1185,47,7,33-37,Female,Other/Multi,Hispanic,4-year,282.9596,TN,TN-7,Democrat
1186,22,3,43-47,Female,White,Not Hispanic,Post-grad,1824.2602000000004,LA,LA-3,Republican
1187,55,5,63-67,Female,White,Not Hispanic,Post-grad,2683.6462,WI,WI-5,Other
1188,6,42,68-72,Male,White,Not Hispanic,Post-grad,2142.492048064777,CA,CA-42,Democrat
1189,37,4,53-57,Male,White,Not Hispanic,Some college,1524.365286476485,NC,NC-4,Democrat
1190,25,8,78-82,Male,White,Not Hispanic,HS grad,1563.6167000000012,MA,MA-8,Democrat
1191,22,1,23-27,Female,White,Not Hispanic,Some college,3044.3868,LA,LA-1,Democrat
1192,48,21,63-67,Male,White,Not Hispanic,Post-grad,2723.721291828226,TX,TX-21,Republican
1193,54,1,63-67,Female,White,Not Hispanic,HS grad,13763.4235,WV,WV-1,Republican
1194,48,20,68-72,Male,Other/Multi,Hispanic,No HS,1115.3004579075769,TX,TX-20,Republican
1195,12,1,53-57,Female,White,Not Hispanic,4-year,3798.9745585154137,FL,FL-1,Democrat
1196,12,13,18-22,Female,White,Not Hispanic,HS grad,3572.207893666325,FL,FL-13,Republican
1197,37,5,63-67,Female,White,Not Hispanic,4-year,3562.3464373757265,NC,NC-5,Democrat
1198,13,14,33-37,Male,White,Not Hispanic,HS grad,5700.8275,GA,GA-14,Democrat
1199,41,3,33-37,Female,White,Not Hispanic,HS grad,2706.708899999999,OR,OR-3,Did not vote
1200,34,6,58-62,Female,Other/Multi,Hispanic,Some college,441.0985,NJ,NJ-6,Republican
1201,33,2,18-22,Male,Other/Multi,Hispanic,No HS,94.2522,NH,NH-2,Did not vote
1202,47,9,53-57,Female,Black,Not Hispanic,Some college,2845.3534,TN,TN-9,Did not vote
1203,39,13,28-32,Female,White,Not Hispanic,4-year,5295.704643282023,OH,OH-13,Republican
1204,4,4,38-42,Male,White,Not Hispanic,HS grad,2074.721500000001,AZ,AZ-4,Did not vote
1205,5,4,73-77,Female,White,Not Hispanic,Some college,3173.4681000000023,AR,AR-4,Republican
1206,36,7,78-82,Female,White,Not Hispanic,No HS,407.48460000000006,NY,NY-7,Democrat
1207,27,2,38-42,Female,White,Not Hispanic,Some college,2512.6552,MN,MN-2,Democrat
1208,13,1,68-72,Female,White,Not Hispanic,2-year,1244.7598999999998,GA,GA-1,Democrat
1209,24,3,78-82,Female,White,Not Hispanic,Post-grad,1232.7252999999994,MD,MD-3,Democrat
1210,42,7,33-37,Male,White,Not Hispanic,Some college,2652.8851,PA,PA-7,Republican
1211,47,8,63-67,Male,White,Not Hispanic,HS grad,7258.051299999995,TN,TN-8,Republican
1212,34,4,43-47,Male,White,Not Hispanic,4-year,3939.603899999999,NJ,NJ-4,Republican
1213,21,3,73-77,Female,White,Not Hispanic,Some college,3018.5643000000005,KY,KY-3,Republican
1214,13,6,38-42,Female,Black,Not Hispanic,HS grad,2048.4011,GA,GA-6,Democrat
1215,29,5,68-72,Female,White,Not Hispanic,Post-grad,1992.855644933968,MO,MO-5,Republican
1216,17,7,33-37,Female,Black,Not Hispanic,HS grad,1741.5060000000003,IL,IL-7,Democrat
1217,34,5,58-62,Female,White,Not Hispanic,4-year,6303.275400000001,NJ,NJ-5,Democrat
1218,37,14,48-52,Female,White,Not Hispanic,Some college,3137.092720915305,NC,NC-14,Democrat
1219,6,8,28-32,Female,Asian,Not Hispanic,Some college,703.8554287769971,CA,CA-8,Democrat
1220,1,1,48-52,Female,White,Not Hispanic,No HS,1180.3162000000004,AL,AL-1,Democrat
1221,12,9,43-47,Male,Other/Multi,Hispanic,4-year,1838.2388645735275,FL,FL-9,Republican
1222,48,30,73-77,Male,White,Not Hispanic,Some college,663.1400397298953,TX,TX-30,Republican
1223,37,1,53-57,Female,Black,Not Hispanic,4-year,1009.4067005875064,NC,NC-1,Republican
1224,8,6,78-82,Female,Other/Multi,Hispanic,No HS,253.1746,CO,CO-6,Democrat
1225,48,28,53-57,Female,White,Not Hispanic,2-year,135.29352171039244,TX,TX-28,Republican
1226,26,8,48-52,Female,White,Not Hispanic,Some college,4629.2355000000025,MI,MI-8,Republican
1227,26,10,78-82,Male,White,Not Hispanic,4-year,809.7863999999997,MI,MI-10,Democrat
1228,51,5,58-62,Male,Other/Multi,Hispanic,No HS,136.2918,VA,VA-5,Republican
1229,6,5,33-37,Female,White,Not Hispanic,Some college,3245.6199367646736,CA,CA-5,Republican
1230,12,10,53-57,Male,Other/Multi,Hispanic,4-year,627.5590055494523,FL,FL-10,Democrat
1231,35,3,63-67,Male,White,Not Hispanic,Some college,2836.7069999999994,NM,NM-3,Democrat
1232,12,2,68-72,Female,Black,Not Hispanic,4-year,512.196543027269,FL,FL-2,Democrat
1233,38,1,58-62,Female,White,Not Hispanic,Some college,4866.0,ND,ND-1,Democrat
1234,12,10,28-32,Female,Black,Not Hispanic,No HS,1191.3847827068748,FL,FL-10,Democrat
1235,6,24,48-52,Female,Black,Not Hispanic,4-year,53.0,CA,CA-24,Democrat
1236,12,7,38-42,Female,Other/Multi,Hispanic,Post-grad,709.9470460944589,FL,FL-7,Did not vote
1237,24,5,63-67,Male,White,Not Hispanic,2-year,711.3612999999998,MD,MD-5,Democrat
1238,8,8,63-67,Female,White,Not Hispanic,Some college,3298.1428999999985,CO,CO-8,Democrat
1239,6,41,58-62,Female,Other/Multi,Hispanic,Post-grad,272.92488159804964,CA,CA-41,Democrat
1240,48,15,18-22,Female,White,Hispanic,Some college,2576.259055187429,TX,TX-15,Did not vote
1241,17,9,83+,Female,White,Not Hispanic,Some college,2340.315399999999,IL,IL-9,Republican
1242,19,1,38-42,Male,White,Not Hispanic,HS grad,5892.010199999999,IA,IA-1,Did not vote
1243,6,3,38-42,Male,Other/Multi,Not Hispanic,4-year,495.5027143111747,CA,CA-3,Democrat
1244,18,9,18-22,Female,White,Hispanic,HS grad,244.734,IN,IN-9,Democrat
1245,13,3,63-67,Female,Black,Not Hispanic,HS grad,1863.1386,GA,GA-3,Democrat
1246,36,12,28-32,Female,Other/Multi,Not Hispanic,4-year,1108.0307,NY,NY-12,Democrat
1247,12,6,68-72,Female,White,Not Hispanic,Some college,7380.595475096137,FL,FL-6,Republican
1248,48,27,58-62,Male,White,Hispanic,Post-grad,73.91149865138115,TX,TX-27,Other
1249,51,3,33-37,Female,Black,Not Hispanic,Post-grad,1711.7693,VA,VA-3,Democrat
1250,6,24,68-72,Male,White,Not Hispanic,HS grad,1671.1704806705222,CA,CA-24,Did not vote
1251,6,28,43-47,Male,Asian,Not Hispanic,4-year,2327.284919599897,CA,CA-28,Republican
1252,6,32,33-37,Female,Black,Not Hispanic,Post-grad,243.5950212039978,CA,CA-32,Democrat
1253,36,16,58-62,Female,White,Not Hispanic,4-year,3291.799,NY,NY-16,Republican
1254,6,35,43-47,Male,White,Not Hispanic,4-year,855.3813806947104,CA,CA-35,Democrat
1255,48,11,43-47,Male,White,Not Hispanic,4-year,2878.751950596852,TX,TX-11,Republican
1256,42,5,63-67,Female,White,Not Hispanic,HS grad,5224.906800000001,PA,PA-5,Democrat
1257,47,5,83+,Male,Other/Multi,Not Hispanic,Some college,10.7415,TN,TN-5,Democrat
1258,29,7,48-52,Male,White,Not Hispanic,HS grad,5982.944720283884,MO,MO-7,Republican
1259,55,8,38-42,Male,White,Not Hispanic,Some college,4269.860299999994,WI,WI-8,Democrat
1260,5,2,53-57,Female,White,Not Hispanic,4-year,3677.611400000005,AR,AR-2,Democrat
1261,22,4,53-57,Male,White,Not Hispanic,HS grad,5853.562600000002,LA,LA-4,Republican
1262,17,11,53-57,Male,White,Not Hispanic,No HS,502.0335,IL,IL-11,Democrat
1263,51,11,28-32,Male,Black,Not Hispanic,4-year,673.9855000000001,VA,VA-11,Democrat
1264,34,11,58-62,Female,White,Not Hispanic,HS grad,4071.462000000002,NJ,NJ-11,Democrat
1265,46,1,53-57,Female,White,Not Hispanic,HS grad,5691.0,SD,SD-1,Democrat
1266,8,6,28-32,Female,White,Not Hispanic,Post-grad,3462.7642000000023,CO,CO-6,Democrat
1267,54,2,63-67,Female,White,Not Hispanic,HS grad,11914.5765,WV,WV-2,Republican
1268,27,8,18-22,Female,White,Not Hispanic,Some college,8159.3083000000015,MN,MN-8,Did not vote
1269,27,5,63-67,Female,White,Not Hispanic,Some college,2868.5264,MN,MN-5,Democrat
1270,53,9,68-72,Female,White,Not Hispanic,Some college,2227.0091000000007,WA,WA-9,Did not vote
1271,21,1,73-77,Male,White,Not Hispanic,No HS,2009.496400000001,KY,KY-1,Republican
1272,22,3,18-22,Female,Black,Not Hispanic,Some college,2340.085699999999,LA,LA-3,Democrat
1273,35,3,33-37,Female,Other/Multi,Hispanic,Post-grad,555.6637999999999,NM,NM-3,Republican
1274,6,38,48-52,Male,White,Hispanic,Some college,369.7959690642634,CA,CA-38,Republican
1275,17,10,33-37,Male,White,Not Hispanic,Some college,2694.1748,IL,IL-10,Republican
1276,12,1,78-82,Male,White,Not Hispanic,4-year,1062.058099704014,FL,FL-1,Republican
1277,6,26,43-47,Male,Other/Multi,Hispanic,HS grad,1322.3779029495809,CA,CA-26,Republican
1278,48,17,63-67,Male,Other/Multi,Hispanic,HS grad,462.35465113534,TX,TX-17,Democrat
1279,36,2,33-37,Female,White,Not Hispanic,HS grad,1369.1698999999996,NY,NY-2,Democrat
1280,18,9,48-52,Male,White,Not Hispanic,HS grad,6774.130800000005,IN,IN-9,Republican
1281,23,1,63-67,Male,White,Not Hispanic,HS grad,6922.9248999999945,ME,ME-1,Democrat
1282,25,1,58-62,Female,White,Hispanic,HS grad,53.6595,MA,MA-1,Democrat
1283,36,22,28-32,Male,White,Not Hispanic,4-year,4205.808399999996,NY,NY-22,Democrat
1284,51,2,28-32,Female,Black,Not Hispanic,4-year,1508.8714999999995,VA,VA-2,Democrat
1285,51,4,53-57,Female,Black,Not Hispanic,Some college,2388.2835,VA,VA-4,Democrat
1286,21,6,43-47,Female,White,Not Hispanic,Post-grad,3854.281599999999,KY,KY-6,Republican
1287,17,13,68-72,Male,White,Not Hispanic,Post-grad,2093.6008,IL,IL-13,Republican
1288,25,9,73-77,Female,White,Not Hispanic,2-year,2710.259399999999,MA,MA-9,Democrat
1289,34,7,38-42,Male,Other/Multi,Hispanic,Post-grad,444.92349999999993,NJ,NJ-7,Democrat
1290,26,5,28-32,Female,White,Not Hispanic,Some college,4457.6714,MI,MI-5,Democrat
1291,37,6,73-77,Female,White,Hispanic,Some college,52.3809871977338,NC,NC-6,Republican
1292,34,1,53-57,Female,White,Not Hispanic,No HS,478.8696999999999,NJ,NJ-1,Republican
1293,17,10,23-27,Female,White,Not Hispanic,4-year,4537.136999999998,IL,IL-10,Republican
1294,18,3,83+,Female,White,Not Hispanic,HS grad,6153.089599999999,IN,IN-3,Republican
1295,21,1,18-22,Female,White,Not Hispanic,HS grad,6741.575299999994,KY,KY-1,Did not vote
1296,6,22,28-32,Male,Other/Multi,Hispanic,HS grad,5116.364186782553,CA,CA-22,Republican
1297,8,4,33-37,Male,White,Not Hispanic,Post-grad,2895.7361999999966,CO,CO-4,Republican
1298,40,3,33-37,Female,White,Not Hispanic,No HS,1044.7838000000002,OK,OK-3,Republican
1299,21,5,48-52,Female,White,Not Hispanic,HS grad,7811.672900000002,KY,KY-5,Democrat
1300,12,10,38-42,Female,Black,Not Hispanic,Some college,877.5489301917576,FL,FL-10,Did not vote
1301,34,5,18-22,Female,White,Not Hispanic,4-year,1448.4522999999997,NJ,NJ-5,Democrat
1302,42,6,33-37,Male,White,Not Hispanic,HS grad,3832.191100000001,PA,PA-6,Democrat
1303,12,28,53-57,Male,Other/Multi,Hispanic,4-year,2595.4766233798923,FL,FL-28,Did not vote
1304,47,8,68-72,Male,White,Not Hispanic,HS grad,5302.949799999998,TN,TN-8,Republican
1305,51,2,43-47,Male,White,Not Hispanic,4-year,3524.0166000000004,VA,VA-2,Democrat
1306,36,5,68-72,Female,Other/Multi,Hispanic,Post-grad,206.1422,NY,NY-5,Democrat
1307,37,11,28-32,Female,Other/Multi,Not Hispanic,Post-grad,171.8227651279562,NC,NC-11,Democrat
1308,6,2,33-37,Female,Native American,Not Hispanic,2-year,85.16180514870392,CA,CA-2,Republican
1309,51,9,68-72,Male,White,Not Hispanic,HS grad,6973.068000000003,VA,VA-9,Democrat
1310,21,6,68-72,Male,Other/Multi,Not Hispanic,2-year,29.4814,KY,KY-6,Did not vote
1311,51,1,18-22,Male,White,Not Hispanic,HS grad,6496.834300000001,VA,VA-1,Did not vote
1312,34,12,53-57,Male,White,Not Hispanic,HS grad,3153.056499999999,NJ,NJ-12,Republican
1313,1,3,18-22,Female,White,Not Hispanic,Some college,9786.076699999994,AL,AL-3,Republican
1314,4,9,33-37,Male,Other/Multi,Hispanic,HS grad,1851.2249000000008,AZ,AZ-9,Democrat
1315,39,1,18-22,Male,White,Not Hispanic,HS grad,7797.431848323568,OH,OH-1,Democrat
1316,34,5,18-22,Female,White,Not Hispanic,Some college,3745.871500000001,NJ,NJ-5,Republican
1317,4,4,38-42,Female,White,Not Hispanic,Post-grad,2437.0955000000013,AZ,AZ-4,Democrat
1318,42,1,28-32,Female,White,Not Hispanic,4-year,5986.596600000004,PA,PA-1,Democrat
1319,48,11,38-42,Male,White,Not Hispanic,HS grad,2970.288578951838,TX,TX-11,Republican
1320,27,7,18-22,Female,Other/Multi,Hispanic,HS grad,177.262,MN,MN-7,Democrat
1321,26,6,63-67,Female,White,Not Hispanic,Post-grad,3041.9978,MI,MI-6,Democrat
1322,1,3,38-42,Male,White,Not Hispanic,Some college,3573.9684000000007,AL,AL-3,Republican
1323,44,2,33-37,Female,White,Not Hispanic,No HS,179.38049999999998,RI,RI-2,Republican
1324,17,14,43-47,Male,Other/Multi,Hispanic,HS grad,885.2579000000003,IL,IL-14,Republican
1325,48,23,38-42,Male,Asian,Not Hispanic,Post-grad,142.7053157608177,TX,TX-23,Other
1326,20,2,48-52,Female,White,Not Hispanic,Post-grad,2564.064900000001,KS,KS-2,Democrat
1327,34,6,18-22,Male,Black,Not Hispanic,Some college,1277.0526,NJ,NJ-6,Other
1328,13,6,28-32,Male,White,Not Hispanic,Post-grad,1707.9326,GA,GA-6,Republican
1329,8,1,78-82,Male,White,Not Hispanic,HS grad,413.6622,CO,CO-1,Democrat
1330,42,14,28-32,Female,White,Not Hispanic,Post-grad,2309.121200000001,PA,PA-14,Did not vote
1331,27,7,23-27,Male,White,Not Hispanic,No HS,1016.7322,MN,MN-7,Republican
1332,31,2,53-57,Female,White,Not Hispanic,2-year,1522.1719999999991,NE,NE-2,Democrat
1333,53,7,33-37,Male,White,Not Hispanic,2-year,1661.524500000001,WA,WA-7,Democrat
1334,53,6,58-62,Female,White,Not Hispanic,Post-grad,2596.8990000000003,WA,WA-6,Democrat
1335,48,13,18-22,Female,White,Hispanic,No HS,554.6614597895118,TX,TX-13,Democrat
1336,9,5,83+,Male,White,Not Hispanic,Some college,915.7068999999996,CT,CT-5,Republican
1337,36,4,43-47,Female,Black,Not Hispanic,Post-grad,1025.1932000000002,NY,NY-4,Other
1338,48,23,23-27,Male,Other/Multi,Hispanic,HS grad,4285.988928345385,TX,TX-23,Democrat
1339,20,3,23-27,Male,White,Not Hispanic,4-year,7722.182999999998,KS,KS-3,Republican
1340,6,25,43-47,Female,Other/Multi,Hispanic,No HS,1096.4462384710864,CA,CA-25,Democrat
1341,47,2,38-42,Male,White,Not Hispanic,HS grad,6718.815099999995,TN,TN-2,Other
1342,26,13,33-37,Male,Black,Not Hispanic,Some college,3311.978,MI,MI-13,Democrat
1343,34,5,63-67,Male,White,Not Hispanic,HS grad,4062.6534000000015,NJ,NJ-5,Democrat
1344,55,2,23-27,Male,White,Not Hispanic,Some college,3862.0586,WI,WI-2,Republican
1345,36,10,53-57,Male,White,Hispanic,No HS,172.2996,NY,NY-10,Republican
1346,24,6,63-67,Female,White,Not Hispanic,4-year,3284.248699999996,MD,MD-6,Republican
1347,20,1,23-27,Female,White,Hispanic,Some college,358.55400000000003,KS,KS-1,Republican
1348,24,3,48-52,Female,White,Not Hispanic,4-year,3766.7086,MD,MD-3,Republican
1349,6,33,53-57,Male,Native American,Hispanic,No HS,49.50389795871613,CA,CA-33,Democrat
1350,45,3,68-72,Male,White,Not Hispanic,Some college,3519.2059000000013,SC,SC-3,Democrat
1351,48,4,53-57,Male,White,Not Hispanic,Some college,3044.608172216796,TX,TX-4,Democrat
1352,13,12,28-32,Male,Black,Not Hispanic,HS grad,4535.162599999997,GA,GA-12,Democrat
1353,17,2,28-32,Male,Black,Not Hispanic,4-year,1093.3262000000004,IL,IL-2,Democrat
1354,48,21,43-47,Male,Other/Multi,Hispanic,Some college,1271.0989637460102,TX,TX-21,Republican
1355,4,3,28-32,Female,White,Hispanic,Some college,861.0596999999999,AZ,AZ-3,Democrat
1356,29,5,28-32,Male,White,Not Hispanic,Some college,4723.6828925714935,MO,MO-5,Republican
1357,26,5,73-77,Male,White,Not Hispanic,Some college,3469.365700000002,MI,MI-5,Republican
1358,39,4,83+,Male,White,Not Hispanic,HS grad,3329.2751364840774,OH,OH-4,Republican
1359,8,3,28-32,Female,White,Not Hispanic,4-year,4757.647600000001,CO,CO-3,Republican
1360,37,10,73-77,Male,Other/Multi,Hispanic,Post-grad,82.313398271821,NC,NC-10,Democrat
1361,20,4,23-27,Male,Black,Not Hispanic,Some college,483.1278,KS,KS-4,Democrat
1362,36,16,33-37,Female,Other/Multi,Hispanic,HS grad,1405.2538,NY,NY-16,Republican
1363,4,9,73-77,Male,White,Not Hispanic,Some college,5979.584599999999,AZ,AZ-9,Republican
1364,26,5,23-27,Male,White,Not Hispanic,HS grad,6762.241300000002,MI,MI-5,Republican
1365,29,5,83+,Female,White,Not Hispanic,4-year,829.8257806177131,MO,MO-5,Democrat
1366,12,10,33-37,Female,White,Not Hispanic,Post-grad,2410.2194821484395,FL,FL-10,Republican
1367,6,44,23-27,Male,Other/Multi,Hispanic,HS grad,4980.375848042235,CA,CA-44,Republican
1368,10,1,33-37,Female,Other/Multi,Not Hispanic,Some college,408.0,DE,DE-1,Democrat
1369,18,3,33-37,Female,White,Not Hispanic,4-year,5685.134000000001,IN,IN-3,Republican
1370,6,23,38-42,Male,White,Not Hispanic,HS grad,2665.814949451672,CA,CA-23,Did not vote
1371,51,10,53-57,Female,White,Not Hispanic,HS grad,2025.996,VA,VA-10,Democrat
1372,22,6,23-27,Male,Black,Not Hispanic,No HS,1447.831,LA,LA-6,Other
1373,47,1,58-62,Female,White,Not Hispanic,No HS,3120.3275,TN,TN-1,Democrat
1374,54,1,38-42,Female,White,Not Hispanic,HS grad,6464.424499999999,WV,WV-1,Republican
1375,6,15,28-32,Male,Other/Multi,Hispanic,HS grad,970.8963209222126,CA,CA-15,Democrat
1376,37,3,68-72,Female,White,Not Hispanic,No HS,606.6504153890249,NC,NC-3,Democrat
1377,48,20,28-32,Female,Other/Multi,Hispanic,Some college,3355.851382705091,TX,TX-20,Did not vote
1378,36,22,58-62,Male,White,Not Hispanic,HS grad,7691.020699999999,NY,NY-22,Republican
1379,24,8,53-57,Female,White,Not Hispanic,Post-grad,5888.609500000007,MD,MD-8,Did not vote
1380,25,1,43-47,Male,White,Not Hispanic,2-year,1415.6097999999995,MA,MA-1,Democrat
1381,4,8,28-32,Male,White,Not Hispanic,Post-grad,1332.3445000000004,AZ,AZ-8,Other
1382,31,1,53-57,Male,White,Not Hispanic,2-year,2102.946500000001,NE,NE-1,Did not vote
1383,55,7,18-22,Male,Native American,Not Hispanic,Some college,20.9545,WI,WI-7,Republican
1384,53,4,53-57,Male,White,Not Hispanic,Some college,2597.391700000001,WA,WA-4,Democrat
1385,5,1,18-22,Female,White,Not Hispanic,No HS,1937.9409,AR,AR-1,Republican
1386,39,11,33-37,Female,White,Not Hispanic,2-year,772.3540742219199,OH,OH-11,Republican
1387,17,1,38-42,Female,White,Not Hispanic,4-year,2646.0847999999974,IL,IL-1,Did not vote
1388,48,34,68-72,Male,Other/Multi,Hispanic,4-year,702.6598511538571,TX,TX-34,Democrat
1389,5,2,83+,Male,Black,Not Hispanic,HS grad,180.8338,AR,AR-2,Democrat
1390,51,5,68-72,Female,Other/Multi,Not Hispanic,Some college,319.0788999999999,VA,VA-5,Democrat
1391,48,4,48-52,Female,Other/Multi,Hispanic,Some college,392.4782709738224,TX,TX-4,Republican
1392,6,33,28-32,Female,Other/Multi,Hispanic,4-year,2010.710361093608,CA,CA-33,Did not vote
1393,6,5,38-42,Male,Other/Multi,Hispanic,HS grad,2150.636583666007,CA,CA-5,Democrat
1394,48,3,38-42,Female,White,Not Hispanic,4-year,5837.518636483172,TX,TX-3,Republican
1395,6,51,58-62,Male,Other/Multi,Hispanic,HS grad,869.3946534392429,CA,CA-51,Did not vote
1396,31,1,63-67,Male,White,Not Hispanic,HS grad,5236.838799999998,NE,NE-1,Democrat
1397,49,2,43-47,Male,White,Not Hispanic,No HS,694.9678108296271,UT,UT-2,Democrat
1398,34,7,28-32,Female,White,Not Hispanic,HS grad,1345.9701999999995,NJ,NJ-7,Republican
1399,22,2,73-77,Female,White,Not Hispanic,Some college,1663.7359,LA,LA-2,Republican
1400,25,7,28-32,Male,White,Not Hispanic,4-year,12101.165300000008,MA,MA-7,Democrat
1401,6,6,68-72,Male,White,Not Hispanic,Some college,2668.930952560013,CA,CA-6,Other
1402,53,8,63-67,Male,Asian,Not Hispanic,Some college,256.4856000000001,WA,WA-8,Republican
1403,17,5,43-47,Female,Other/Multi,Hispanic,HS grad,553.1392000000002,IL,IL-5,Did not vote
1404,10,1,53-57,Female,Black,Not Hispanic,HS grad,2383.0,DE,DE-1,Other
1405,13,12,73-77,Male,Black,Not Hispanic,4-year,204.6743,GA,GA-12,Republican
1406,53,6,78-82,Male,White,Not Hispanic,HS grad,1893.7987,WA,WA-6,Republican
1407,6,22,23-27,Female,White,Not Hispanic,4-year,1032.1450826383884,CA,CA-22,Democrat
1408,48,18,33-37,Male,Black,Not Hispanic,Post-grad,983.46110187691,TX,TX-18,Democrat
1409,39,12,23-27,Female,White,Not Hispanic,4-year,4013.764903749244,OH,OH-12,Democrat
1410,48,1,33-37,Female,White,Not Hispanic,2-year,2008.8289280624424,TX,TX-1,Republican
1411,54,1,68-72,Female,White,Not Hispanic,Some college,4704.855699999999,WV,WV-1,Democrat
1412,48,6,58-62,Female,White,Not Hispanic,Some college,2845.522268201316,TX,TX-6,Republican
1413,51,9,18-22,Female,White,Not Hispanic,HS grad,7248.972999999998,VA,VA-9,Democrat
1414,6,37,78-82,Male,Black,Not Hispanic,Some college,461.9730960388104,CA,CA-37,Democrat
1415,45,4,33-37,Female,Black,Not Hispanic,Some college,1079.5786,SC,SC-4,Democrat
1416,32,3,63-67,Male,White,Hispanic,2-year,75.3276,NV,NV-3,Republican
1417,32,2,73-77,Female,White,Not Hispanic,4-year,2654.6714,NV,NV-2,Republican
1418,48,32,68-72,Female,Black,Not Hispanic,4-year,176.4252326433271,TX,TX-32,Democrat
1419,53,10,28-32,Male,White,Not Hispanic,Post-grad,1257.1098000000002,WA,WA-10,Other
1420,39,10,73-77,Female,White,Not Hispanic,HS grad,5089.4581798342015,OH,OH-10,Other
1421,26,13,68-72,Female,Asian,Not Hispanic,2-year,29.0,MI,MI-13,Democrat
1422,26,2,73-77,Male,Other/Multi,Not Hispanic,No HS,20.5448,MI,MI-2,Republican
1423,21,4,33-37,Male,White,Not Hispanic,4-year,4583.109199999999,KY,KY-4,Republican
